custID,Gender,IsRetired,IsMarried,HasChildren,TotalMonthsInContract,HasPhone,ConnectionType,HasAntivirusSubscription,HasCloudBackUp,HasInsurance,HasHelpdeskPrivileges,HasTVPackage,HasMoviePackage,PayTerm,OnlineStatements,PreferredPaymentType,MonthlyBill,TotalFees,MonthlySpend,RetentionCheck,Retention
5120-ZBLAI,Female,0,Yes,No,50,Yes,DSL,No,No,Yes,No,Yes,Yes,One year,No,Bank transfer (automatic),75.7,3876.2,71.17,Yes,Yes
1194-BHJYC,Male,0,Yes,No,61,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Mailed check,62.15,3778.85,66.33,Yes,Yes
3663-MITLP,Female,0,No,No,15,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,101.25,1457.25,102.24,No,No
0906-QVPMS,Male,0,Yes,No,72,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),115.15,8349.45,115.88,Yes,Yes
9025-ZRPVR,Male,0,No,No,9,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,18.95,185.6,19.61,No,No
1905-OEILC,Female,0,No,No,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.5,19.5,18.2,Yes,Yes
7858-GTZSP,Female,0,No,No,12,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,86.55,1066.9,85.14,Yes,Yes
3285-UCQVC,Female,0,No,No,37,No,DSL,No,No,No,Yes,No,No,Month-to-month,No,Credit card (automatic),28.6,973.55,23.7,No,No
6248-BSHKG,Male,0,Yes,Yes,61,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.4,1226.45,18.07,Yes,Yes
4685-TFLLS,Male,0,Yes,Yes,18,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),19.8,342.3,20.27,Yes,Yes
3470-BTGQO,Male,0,No,Yes,21,Yes,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,45.65,985.05,46.88,Yes,Yes
1209-VFFOC,Male,0,Yes,Yes,68,No,DSL,Yes,Yes,Yes,Yes,No,Yes,Two year,Yes,Mailed check,56.4,3948.45,60.47,No,Yes
8224-DWCKX,Male,1,No,No,12,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),73.3,828.05,72.43,Yes,Yes
5482-PLVPE,Female,1,No,No,2,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,24.35,41.85,27.74,No,No
4553-DVPZG,Female,0,Yes,No,62,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,101.35,6164.7,99.12,Yes,Yes
4902-OHLSK,Female,1,No,No,29,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,No,Electronic check,98.65,2862.75,99.06,No,No
6917-IAYHD,Male,0,No,Yes,1,No,DSL,No,Yes,No,Yes,No,No,Month-to-month,No,Mailed check,33.6,33.6,40.52,Yes,Yes
0495-ZBNGW,Male,1,Yes,No,5,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),79.9,343.95,79.6,No,No
8620-RJPZN,Female,0,No,No,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,20.7,20.7,19.9,No,Yes
7572-KPVKK,Male,0,No,Yes,62,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,104.05,6590.5,100.36,Yes,Yes
2642-MAWLJ,Female,0,Yes,Yes,36,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),20.25,717.95,19.68,Yes,Yes
2357-COQEK,Female,1,No,No,28,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,103.3,£2890.65,102.69,No,No
7103-ZGVNT,Female,0,Yes,Yes,69,Yes,DSL,Yes,Yes,No,Yes,Yes,No,One year,No,Credit card (automatic),73.7,4885.85,71.75,Yes,Yes
3737-GCSPV,Female,0,Yes,No,11,Yes,Fiber optic,Yes,No,No,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),96.2,1222.05,95.78,No,No
2027-WKXMW,Female,0,Yes,No,63,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,108.75,6871.7,107.17,Yes,Yes
7137-NAXML,Male,0,No,No,23,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),20.15,405.6,22.36,Yes,Yes
2428-ZMCTB,Male,0,No,No,10,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),19.75,208.25,21.79,No,Yes
2961-VNFKL,Female,0,Yes,No,71,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),25.95,1801.9,26.32,Yes,Yes
1768-HNVGJ,Female,1,No,No,45,Yes,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,70.05,3062.45,72.04,No,Yes
6963-KQYQB,Female,0,Yes,Yes,70,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,24.05,£1764.75,21.93,No,Yes
5934-RMPOV,Female,0,No,Yes,22,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,84.75,1816.75,83.98,Yes,Yes
1207-BLKSA,Female,0,Yes,Yes,52,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,23.05,1255.1,22.68,Yes,Yes
4088-YLDSU,Male,0,Yes,No,55,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,104.15,5743.05,102.64,No,No
8316-BBQAY,Female,0,No,No,65,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),59.95,3921.1,59.53,Yes,Yes
1166-PQLGG,Female,0,Yes,Yes,72,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),19.55,1463.45,17.69,Yes,Yes
3146-JTQHR,Male,0,Yes,No,10,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),19.6,189.45,20.54,Yes,Yes
4291-YZODP,Female,0,No,Yes,7,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.05,96.8,25.03,Yes,Yes
4395-PZMSN,Male,1,No,No,5,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,85.55,£408.5,88.93,Yes,Yes
6427-FEFIG,Female,0,Yes,Yes,24,Yes,DSL,Yes,No,Yes,No,Yes,Yes,Two year,No,Credit card (automatic),78.6,1846.65,77.41,Yes,Yes
0017-IUDMW,Female,0,Yes,Yes,72,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),116.8,8456.75,122.02,Yes,Yes
8706-HRADD,Male,0,No,No,21,No,DSL,Yes,No,No,Yes,Yes,No,Month-to-month,Yes,Mailed check,43.55,1011.5,43.88,Yes,Yes
9955-QOPOY,Male,0,Yes,No,69,No,DSL,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),60.8,£4263.4,64.75,Yes,Yes
4385-ZKVNW,Male,0,Yes,Yes,44,Yes,DSL,No,Yes,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),54.9,2549.1,52.0,Yes,Yes
5446-DKWYW,Female,1,Yes,Yes,61,Yes,DSL,No,No,Yes,No,Yes,No,One year,Yes,Electronic check,65.2,3965.05,68.36,Yes,Yes
2034-CGRHZ,Male,1,No,No,24,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),102.95,2496.7,100.45,Yes,No
5797-APWZC,Female,0,No,No,1,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,90.6,90.6,91.78,No,No
3683-QKIUE,Female,0,No,No,6,Yes,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),50.8,£288.05,47.2,No,No
4228-ZGYUW,Male,0,No,No,4,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,90.05,368.1,97.63,No,No
9031-ZVQPT,Male,0,Yes,No,72,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,108.2,7840.6,110.92,Yes,Yes
2990-IAJSV,Male,0,No,No,72,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),92.0,6632.75,90.9,Yes,Yes
8107-KNCIM,Male,1,Yes,No,14,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,75.1,1013.35,74.17,No,Yes
9027-YFHQJ,Male,0,No,No,7,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),25.05,£152.95,22.87,Yes,Yes
5176-LDKUH,Female,0,No,No,48,Yes,Fiber optic,No,Yes,No,No,No,No,One year,No,Electronic check,75.15,3772.65,76.99,Yes,Yes
4644-OBGFZ,Male,0,Yes,Yes,55,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,19.5,1026.35,16.17,Yes,Yes
7926-IJOOU,Male,0,No,No,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),19.3,£19.3,21.89,Yes,Yes
6480-YAGIY,Male,0,No,No,45,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,No,Credit card (automatic),112.2,5031.85,114.07,Yes,Yes
4029-HPFVY,Male,0,No,No,3,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,70.3,220.4,76.99,Yes,Yes
7602-DBTOU,Female,0,Yes,No,71,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.6,1416.5,19.32,Yes,Yes
5345-BMKWB,Male,0,Yes,No,8,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.25,158.35,21.03,Yes,Yes
3519-ZKXGG,Female,0,Yes,No,3,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,75.85,256.6,78.07,No,No
5457-COLHT,Male,0,Yes,Yes,69,Yes,DSL,Yes,Yes,No,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),80.65,5542.55,85.29,Yes,Yes
6416-TVAIH,Male,0,Yes,Yes,1,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,68.5,68.5,64.12,No,No
5451-YHYPW,Female,1,Yes,No,72,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),115.75,8443.7,117.72,Yes,Yes
5108-ADXWO,Male,0,No,No,11,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,73.5,791.75,66.31,No,No
7998-WNZEM,Male,0,No,No,71,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,Two year,No,Bank transfer (automatic),80.6,5708.2,83.17,Yes,Yes
3066-RRJIO,Female,0,No,No,1,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,69.95,69.95,73.02,No,No
4664-NJCMS,Female,0,Yes,No,33,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),59.55,£2016.3,63.62,Yes,Yes
0307-BCOPK,Female,0,No,No,16,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,19.05,326.65,23.84,Yes,Yes
7629-WFGLW,Female,1,Yes,No,56,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,No,One year,No,Electronic check,95.65,5471.75,98.32,Yes,Yes
2542-HYGIQ,Female,0,No,No,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),19.95,£19.95,20.68,Yes,Yes
6715-OFDBP,Male,0,No,No,5,Yes,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,70.05,346.4,71.03,No,No
5016-LIPDW,Male,0,Yes,Yes,57,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,19.4,1061.6,18.58,Yes,Yes
6481-LXPWL,Male,0,Yes,Yes,56,No,DSL,No,Yes,Yes,No,No,No,One year,Yes,Credit card (automatic),36.1,1971.5,36.03,Yes,Yes
1567-DSCIC,Male,0,No,No,8,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,94.0,773.65,99.18,No,No
2150-UWTFY,Female,0,Yes,Yes,22,Yes,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,No,Mailed check,61.15,1422.05,61.51,No,No
6124-ACRHJ,Female,0,No,No,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.75,19.75,19.27,Yes,Yes
9362-MWODR,Female,0,No,Yes,40,Yes,DSL,Yes,No,No,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),64.1,2460.35,66.61,Yes,Yes
9975-GPKZU,Male,0,Yes,Yes,46,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),19.75,856.5,18.62,Yes,Yes
9625-RZFUK,Male,0,Yes,Yes,63,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.7,1275.85,24.14,No,Yes
5153-LXKDT,Male,0,Yes,Yes,68,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Two year,Yes,Electronic check,110.2,7467.5,108.84,Yes,Yes
5161-UBZXI,Male,0,Yes,Yes,69,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),106.35,7261.75,114.98,No,Yes
1020-JPQOW,Female,0,Yes,No,56,Yes,Fiber optic,No,Yes,Yes,Yes,No,No,Month-to-month,No,Electronic check,90.55,5116.6,94.27,Yes,Yes
7919-ZODZZ,Female,0,Yes,Yes,10,Yes,DSL,No,Yes,Yes,No,No,Yes,One year,Yes,Mailed check,65.9,660.05,65.44,No,Yes
0565-JUPYD,Male,0,No,No,63,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,One year,No,Credit card (automatic),104.5,6590.8,107.68,Yes,Yes
6867-ACCZI,Female,0,Yes,Yes,24,No,DSL,Yes,Yes,Yes,Yes,No,Yes,Two year,Yes,Mailed check,52.5,1208.15,53.38,Yes,Yes
5939-XAIXZ,Female,0,No,No,19,Yes,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,56.1,1033.9,56.97,Yes,Yes
9054-FOWNV,Male,0,Yes,Yes,22,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,88.75,1885.15,83.83,Yes,Yes
2683-BPJSO,Male,0,Yes,No,29,Yes,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,84.45,2467.1,82.16,No,No
2157-MXBJS,Male,0,Yes,No,13,Yes,DSL,No,No,Yes,No,Yes,Yes,One year,Yes,Mailed check,75.3,989.45,74.58,No,No
8207-VVMYB,Female,0,Yes,No,70,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),26.0,2006.95,24.45,Yes,Yes
9732-EQMWY,Female,0,Yes,No,49,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,99.4,5025,101.13,Yes,Yes
9360-AHGNL,Female,1,Yes,No,43,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,One year,Yes,Mailed check,109.55,4830.25,107.69,No,No
1087-UDSIH,Female,0,No,No,3,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,19.6,59.75,16.5,No,No
5269-NRGDP,Male,0,Yes,Yes,42,Yes,DSL,No,No,Yes,Yes,Yes,Yes,One year,No,Electronic check,73.15,3088.25,78.84,Yes,Yes
6195-MELTI,Male,0,No,No,57,Yes,DSL,No,Yes,No,Yes,No,No,One year,Yes,Mailed check,54.65,3134.7,57.25,Yes,Yes
5485-WUYWF,Male,1,No,No,2,Yes,DSL,Yes,No,Yes,No,Yes,No,Month-to-month,No,Bank transfer (automatic),66.4,94.55,66.27,No,No
2121-JAFOM,Female,0,Yes,No,72,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),115.55,8312.4,110.05,Yes,Yes
8818-DOPVL,Female,1,No,No,46,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,104.45,4863.85,100.29,No,Yes
2632-UCGVD,Male,1,Yes,No,66,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),100.05,6871.9,99.07,No,No
5445-PZWGX,Male,0,No,No,62,Yes,Fiber optic,Yes,Yes,No,Yes,No,Yes,One year,No,Electronic check,102.0,6529.25,99.23,No,No
1227-UDMZR,Female,0,Yes,No,72,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),91.15,6637.9,87.63,Yes,Yes
5198-HQAEN,Male,0,Yes,Yes,35,Yes,Fiber optic,No,Yes,No,Yes,Yes,No,One year,Yes,Electronic check,89.7,3165.6,90.81,Yes,Yes
9170-CCKOU,Male,0,Yes,No,17,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,No,Credit card (automatic),90.2,1454.15,89.14,No,No
2167-FQSTQ,Female,0,Yes,No,72,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,92.4,6786.1,87.66,Yes,Yes
2819-GWENI,Female,0,Yes,Yes,28,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,19.9,543,20.95,Yes,Yes
1043-YCUTE,Male,0,Yes,No,56,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),25.15,1327.15,25.78,No,No
3814-MLAXC,Female,0,No,No,31,Yes,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),79.85,2404.15,86.49,Yes,No
3572-UUHRS,Male,0,No,No,45,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),18.85,867.3,16.72,No,Yes
2692-PFYTJ,Female,0,No,No,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,25.75,£25.75,25.58,Yes,Yes
1226-UDFZR,Female,0,No,No,2,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,49.6,114.7,51.0,No,No
5955-EPOAZ,Female,0,No,No,6,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,20.95,109.5,18.35,Yes,Yes
6821-JPCDC,Female,0,Yes,No,48,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,97.05,4692.95,95.09,Yes,Yes
8815-LMFLX,Male,0,Yes,Yes,25,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),25.4,546.85,17.66,Yes,Yes
9135-HSWOC,Male,0,Yes,Yes,64,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),19.7,1274.05,23.19,Yes,Yes
8582-KRHPJ,Male,0,No,No,50,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,35.0,1782.4,34.62,Yes,Yes
5811-IWXYM,Female,0,Yes,Yes,52,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,One year,No,Bank transfer (automatic),101.25,5301.1,103.08,Yes,Yes
7044-YAACC,Male,1,Yes,No,4,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,70.2,280.35,74.03,Yes,Yes
8189-XRIKE,Female,1,No,No,32,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,90.95,2897.95,96.02,Yes,Yes
1506-YJTYT,Male,0,Yes,Yes,45,Yes,DSL,Yes,Yes,No,Yes,Yes,No,Two year,No,Credit card (automatic),73.85,3371,72.87,Yes,Yes
4123-DVHPH,Male,0,Yes,No,9,Yes,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,88.05,801.3,87.77,Yes,Yes
6425-YQLLO,Female,1,Yes,No,66,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),105.95,6975.25,105.41,No,No
5442-UTCVD,Male,0,No,Yes,3,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,No,Electronic check,91.85,257.05,88.9,No,No
2228-BZDEE,Female,0,No,No,54,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.1,1079.45,19.39,Yes,Yes
7734-DBOAI,Female,0,Yes,Yes,1,No,DSL,No,No,No,Yes,Yes,No,Month-to-month,No,Electronic check,40.1,40.1,44.82,No,No
2789-CZANW,Female,0,Yes,Yes,64,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),110.3,6997.3,107.22,Yes,Yes
2091-RFFBA,Female,1,No,No,31,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,73.9,2217.15,72.11,No,No
2114-MGINA,Female,0,No,No,14,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,89.8,£1129.1,86.85,No,No
7596-LDUXP,Female,0,No,No,12,Yes,Fiber optic,Yes,No,No,No,Yes,No,One year,Yes,Credit card (automatic),85.15,979.05,87.74,Yes,Yes
3740-RLMVT,Male,1,Yes,No,67,Yes,DSL,Yes,Yes,No,Yes,No,No,One year,Yes,Bank transfer (automatic),60.95,4119.4,67.54,Yes,Yes
4489-SNOJF,Female,0,Yes,Yes,35,Yes,DSL,Yes,No,Yes,Yes,Yes,No,Month-to-month,No,Electronic check,72.25,2568.55,74.16,No,No
2192-OZITF,Female,0,No,No,45,Yes,DSL,Yes,No,No,Yes,No,Yes,Two year,No,Mailed check,73.55,3349.1,69.9,Yes,Yes
5651-CPDND,Male,0,No,No,10,Yes,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,46.0,492.1,49.22,Yes,Yes
2186-QZEYA,Female,1,No,No,29,Yes,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),58.55,1718.95,60.26,Yes,Yes
1131-ALZWV,Female,0,No,No,24,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),24.6,£605.25,22.91,Yes,Yes
7729-XBTWX,Male,0,Yes,Yes,66,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,19.75,1344.5,19.92,Yes,Yes
9134-WYRVP,Male,0,No,No,51,Yes,Fiber optic,Yes,No,No,No,Yes,No,One year,No,Mailed check,86.35,4267.15,81.82,Yes,Yes
3284-SVCRO,Female,0,Yes,No,45,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,25.5,1121.05,25.85,Yes,Yes
9732-OUYRN,Female,0,Yes,No,49,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),19.0,918.7,18.48,Yes,Yes
0559-CKHUS,Female,0,Yes,No,29,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,19.55,521.8,19.34,Yes,Yes
2931-SVLTV,Male,0,Yes,Yes,40,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),110.1,4469.1,112.02,Yes,Yes
6899-PPEEA,Female,1,No,No,37,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,96.55,3580.3,94.66,No,No
7504-UWHNB,Male,0,No,No,25,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,69.75,1729.35,68.42,Yes,Yes
2582-FFFZR,Female,0,No,No,22,No,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,50.6,1073.3,50.72,Yes,Yes
8908-NMQTX,Male,0,No,No,72,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),65.6,4566.5,64.28,No,Yes
2187-LZGPL,Female,0,No,No,7,No,DSL,No,Yes,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),40.1,293.3,40.42,No,No
1431-AIDJQ,Male,0,Yes,Yes,33,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),82.1,£2603.1,81.68,Yes,Yes
6288-LBEAR,Female,0,No,No,23,Yes,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,Yes,Mailed check,79.1,1783.75,77.32,Yes,Yes
4597-NUCQV,Male,1,No,No,24,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,101.25,2440.15,103.01,Yes,No
9019-QVLZD,Female,0,No,No,1,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,79.55,£79.55,77.01,No,No
8413-YNHNV,Male,0,No,No,69,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Mailed check,90.65,6322.1,92.12,Yes,Yes
5808-TOTXO,Female,0,No,Yes,3,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),20.55,57.4,26.06,Yes,Yes
4369-NYSCF,Male,0,No,No,56,Yes,DSL,No,Yes,No,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),75.75,4284.65,79.3,Yes,Yes
6333-YDVLT,Male,0,No,No,65,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),110.0,7138.65,105.74,Yes,Yes
5324-KTGCG,Male,0,Yes,No,71,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,20.85,1539.75,21.79,Yes,Yes
5599-HVLTW,Female,1,No,No,14,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),80.35,£1058.1,82.41,Yes,Yes
7394-LWLYN,Female,0,No,No,2,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,70.15,£123.8,69.66,Yes,Yes
3707-LRWZD,Female,0,No,No,32,Yes,Fiber optic,No,No,No,No,Yes,No,One year,No,Electronic check,84.05,2781.85,82.53,No,No
6873-UDNLD,Male,0,No,No,40,Yes,DSL,Yes,No,Yes,No,No,Yes,Month-to-month,No,Electronic check,67.45,2731,64.25,No,Yes
2700-LUEVA,Male,0,No,No,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),20.75,20.75,18.1,Yes,Yes
